Código OACI;Nome;Município;UF;Longitude;Latitude;Altitude;Operação Diurna;Comprimento 1;Largura 1
SD3K;Fazenda São Marco;ITAPEVA;SP;"048°49'13""W";"23°55'18""S";688;VFR;1200;20
SBQR;Fazenda Arena de Aço;BURITIZEIRO;MG;"044°58'25""W";"16°48'30""S";493;VFR;1199;20
SD2G;Linha Becker;ITAPIRANGA;SC;"053°46'39""W";"27°06'34""S";335;VFR;370;18
SWZD;Fazenda Denusa Destilaria Nova União;JANDAIA;GO;"050°08'33""W";"17°15'22""S";491;VFR;900;18
SNRS;Fazenda Canoeiro;COCALINHO;MT;"050°49'57""W";"13°03'08""S";217;VFR;900;18
SJJT;Fazenda Pampili;TRÊS LAGOAS;MS;"052°32'44""W";"20°06'48""S";408;VFR;800;18
SNVP;Fazenda Paraíso;VÁRZEA DA PALMA;MG;"044°57'16""W";"17°34'55""S";0;VFR;1000;23
SWNT;Fazenda Aracagi;PEIXOTO DE AZEVEDO;MT;"053°28'27""W";"10°33'43""S";328;VFR;800;18
SSBC;Fazenda Barra do Tietê;CASTILHO;SP;"051°35'19""W";"20°43'34""S";340;VFR;1200;18
SSFU;Antonio Furlaneto;DOM ELISEU;PA;"047°35'55""W";"04°26'08""S";280;VFR;1000;18
SNNF;Fazenda Nossa Senhora de Fátima;JARAGUARI;MS;"054°38'57""W";"20°09'17""S";421;VFR;900;20
SNYK;Isaias Luiz Pereira;NOVA UBIRATÃ;MT;"055°14'23""W";"13°01'35""S";435;VFR;1000;20
SDXS;Piquiri Aero Agrícola;JUARA;MT;"057°29'55""W";"11°13'45""S";296;VFR;1000;23
SNUE;Aero Sepé Aviação Agrícola;SÃO SEPÉ;RS;"053°38'23""W";"30°11'05""S";155;VFR;800;18
SIPY;Pista Aldeia Pykatô;CUMARU DO NORTE;PA;"051°39'49""W";"08°28'31""S";327;VFR;600;18
SDTD;Fazenda Campanário;LAGUNA CARAPÃ;MS;"055°04'25""W";"22°46'56""S";426;VFR;1000;30
SJJM;Fazenda São João  ;MATUPÁ;MT;"054°34'52,2""W";"10°19'41,6""S";296;VFR;1100;18
SJIN;Fazenda Lagoa Baia da Saudade;COCALINHO;MT;"051°04'53""W";"14°27'40""S";270;VFR;1000;20
SNQR;Fazenda Bahia - Don Bosco;POCONÉ;MT;"057°13'56""W";"16°43'16""S";118;VFR;800;30
SSXR;Fazenda Nobel Pará;SANTANA DO ARAGUAIA;PA;"050°22'07""W";"08°58'40""S";211;VFR;1000;18
SINC;Campo Nuic;BOM JARDIM DA SERRA;SC;"049°34'09""W";"28°22'54""S";1438;VFR;340;18
SJAS;Fazenda São Roque;REGINÓPOLIS;SP;"049°09'52""W";"21°39'37""S";416;VFR;900;20
SWKH;Pista Aldeia Rio Vermelho (Krénhêdjã);OURILÂNDIA DO NORTE;PA;"051°37'10""W";"07°39'40""S";241;VFR;799;18
SWRW;Fazenda Santa Alice;MIRASSOL D'OESTE;MT;"058°02'40""W";"15°35'15""S";229;VFR;950;20
SJFN;Fazenda Brasil Novo;COXIM;MS;"054°55'44""W";"18°22'18""S";229;VFR;900;30
SSQJ;Fazenda Buriti 10;PARACATU;MG;"046°37'03,3""W";"16°54'07,7""S";530;VFR;900;20
SSXW;Fazenda São Paulo;IVINHEMA;MS;"053°50'56""W";"22°17'44""S";364;VFR;1100;30
SIKO;Fazenda Água Boa;ANASTÁCIO;MS;"055°38'37""W";"20°51'43""S";244;VFR;900;18
SIOG;Suinobras;DIAMANTINO;MT;"056°18'10""W";"14°30'26""S";484;VFR;800;18
SIYW;Fazenda Estrela;LÁBREA;AM;"065°43'52""W";"09°32'15""S";166;VFR;700;18
SIMW;Fazenda Retiro do Cervo I;JARAGUARI;MS;"053°58'15""W";"20°20'58""S";485;VFR;900;20
SNGM;Fazenda Epemaju;SÃO FÉLIX DO XINGU;PA;"050°57'55""W";"05°33'36""S";240;VFR;600;18
SIUW;Comandante Milton Tosto;BONITO;BA;"041°18'16,5""W";"12°00'20""S";1020;VFR;995;26
SWQK;Pista Aldeia Kubenkrankenh;OURILÂNDIA DO NORTE;PA;"052°07'19,8""W";"08°08'27,6""S";349;VFR;1050;23
SNUZ;Usina Coruripe;CORURIPE;AL;"036°11'12""W";"10°05'38""S";64;VFR;900;20
SIQF;Fazenda Palmital;MORRO AGUDO;SP;"048°17'13""W";"20°41'46""S";500;VFR;900;20
SNIX;Fazenda Masutti;CAMPOS DE JÚLIO;MT;"059°06'01""W";"13°33'12""S";579;VFR;1200;18
SNNX;Cabanha Umbú;BARRA DO QUARAÍ;RS;"057°16'16""W";"29°58'50""S";68;VFR;961;25
SNXG;Fazenda dos Castanhais;SAPUCAIA;PA;"049°21'41""W";"06°46'29""S";227;VFR;1400;23
SWFZ;Fazenda Galiléia;ALMAS;TO;"047°08'46""W";"11°33'40""S";466;VFR;900;18
SWOI;Fazenda Nova Esperança;CÁCERES;MT;"057°21'09""W";"15°52'27""S";239;VFR;500;20
SWLK;Fazenda Boa Vista - Grupo IJP;SORRISO;MT;"055°22'33""W";"13°09'03""S";441;VFR;500;18
SSRP;Fazenda Agromaster;MARCELÂNDIA;MT;"054°42'37""W";"10°51'51""S";0;VFR;1100;18
SWPX;Belterra;BELTERRA;PA;"054°57'06""W";"02°40'20""S";0;VFR;950;18
SWQI;Fazenda Caturama;ZACARIAS;SP;"050°02'20""W";"21°06'49""S";0;VFR;1000;18
SWSI;Pousada Amazônia Fishing Lodge;JACAREACANGA;PA;"057°02'59""W";"09°08'21""S";155;VFR;800;18
SD3W;Fazenda Rio Vermelho;COMODORO;MT;"060°12'33""W";"13°40'48""S";273;VFR;600;18
SNMS;Acácio Favacho;PRACUÚBA;AP;"050°46'15,47""W";"01°33'39,49""N";20;VFR;1200;18
SNEN;Fazenda Calubra;PASSAGEM FRANCA DO PIAUÍ;PI;"042°24'27""W";"05°58'21""S";0;VFR;1000;18
SSXB;Fazenda Água Boa Maricultura;ITAPORANGA D'AJUDA;SE;"037°12'32""W";"11°07'07""S";5;VFR;680;20
SD7D;Fazenda Baia das Conchas;PORTO MURTINHO;MS;"057°38'21""W";"21°11'38""S";0;VFR;1050;18
SJCN;Fazenda Jacuba;MINEIROS;GO;"053°02'27""W";"17°52'55""S";880;VFR;800;18
SJTH;Fazenda Pôr do Sol;CRISTALINA;GO;"047°22'24""W";"16°14'55""S";903;VFR;850;23
SWZX;Selma Nunes;MACAÚBAS;BA;"042°33'09""W";"13°05'39""S";579;VFR;1400;22
SWBX;Fazenda Santo Antônio do Paraíso;ITIQUIRA;MT;"055°13'17""W";"17°29'30""S";189;VFR;1400;18
SDMC;Cajupí;BAIXA GRANDE DO RIBEIRO;PI;"045°05'03""W";"08°19'57""S";529;VFR;950;22
SDSS;Fazenda Baia das Pedras;AQUIDAUANA;MS;"055°46'59""W";"19°15'15""S";128;VFR;700;18
SNZF;AFG II;TANGARÁ DA SERRA;MT;"058°13'46""W";"14°24'19""S";602;VFR;1200;18
;Fazenda Baile;NOVA ANDRADINA;MS;"053°22'18""W";"22°14'14""S";329;VFR;800;18
SWUY;Fazenda Videira;POCONÉ;MT;"057°13'49""W";"16°47'45""S";118;VFR;1000;20
SBQM;FAZENDA SÃO MIGUEL;JATEÍ;MS;"053°54'30""W";"22°45'55""S";370;VFR;1100;23
SDXM;Monte Cristo;MONTE BELO;MG;"046°24'03""W";"21°21'47""S";911;VFR;799;23
SD26;Fazenda São Paulo;CORUMBÁ;MS;"055°34'15""W";"18°32'39""S";157;VFR;1028;30
SBQH;CMTE Juliano Rambo;CONFRESA;MT;"051°36'56""W";"10°41'56""S";222;VFR;1100;20
SDLG;Fazenda Planalto;COSTA RICA;MS;"053°12'50""W";"18°11'43""S";855;VFR;1200;20
SBOQ;Fazenda Irmãs Prata;CHAPADÃO DO CÉU;GO;"052°49'59""W";"18°37'16""S";856;VFR;850;18
;Nova Era & Thomazi Agropecuárias;COMODORO;MT;"059°47'46""W";"13°38'01""S";626;VFR;1155;30
SD2X;Fazenda Conquista;CASSILÂNDIA;MS;"052°22'30""W";"19°17'22""S";451;VFR;1050;23
SD8C;Governador José B. Lindoso;IPIXUNA;AM;"071°41'13""W";"07°02'04""S";164;VFR;800;20
SD7U;Fazenda Rio Preto;SALTO DO CÉU;MT;"057°58'07""W";"15°03'09""S";206;VFR;850;18
SBQD;Fazenda Vaca Branca;ALTA FLORESTA;MT;"056°14'18""W";"09°31'24""S";274;VFR;850;20
SJHQ;Fazenda São José das Reunidas;SÃO JOSÉ DO XINGU;MT;"052°22'06""W";"11°00'59""S";618;;850;18
SD6X;Malboro;BOA VISTA;RR;"060°50'57""W";"02°42'05""N";82;;1200;20
SD8U;UTIDA;CAMPO NOVO DO PARECIS;MT;"058°00'21,57""W";"13°20'16,27""S";503;;1200;18
SD8V;FAZENDA CAMPOS BELOS;ARAGUATINS;TO;"048°03'37""W";"05°34'35""S";179;VFR;800;14
SD93;Fazenda São Vicente;PONTA PORÃ;MS;"055°28'40""W";"21°53'46""S";452;VFR;800;18
SD8S;Fazenda Alegria - P;VITORINO FREIRE;MA;"045°22'04""W";"04°19'10""S";51;VFR;1000;20
SD9I;RANCHO OLIVEIRA;NOVO PROGRESSO;PA;"055°21'53""W";"07°02'52""S";0;VFR;500;18
SD9L;Aeroparque Paulo CDE;REDENÇÃO;PA;"049°56'02""W";"08°05'14""S";0;;1000;20
SJ4R;Fazenda Santa Catarina;AQUIDAUANA;MS;"056°09'57""W";"20°18'33""S";202;;650;18
SD9E;FAZENDA CURUÁ;ALENQUER;PA;"055°07'34""W";"01°23'41""S";70;VFR;600;18
SD9M;Sítio Mequéns;ALTA FLORESTA D'OESTE;RO;"062°23'16""W";"13°05'44""S";0;VFR;940;18
SDR2;Fazenda Monte Alegre;CURIONÓPOLIS;PA;"049°34'47""W";"06°20'30""S";193;VFR;900;25
SDA4;Fazenda Maristela;TREMEMBÉ;SP;"045°36'14""W";"22°57'17""S";545;;550;23
SD8O;Berço das Gerais;MATIAS CARDOSO;MG;"043°36'32""W";"14°46'15""S";465;VFR;1200;18
SJ49;Fazenda Boa Esperança de Itarumã;ITARUMÃ;GO;"051°32'03""W";"18°46'35""S";529;;753;18
SD9Y;NOMA;SÃO FRANCISCO DO GUAPORÉ;RO;"063°30'35""W";"12°05'46""S";164;VFR;1100;18
SDA7;FAZENDA NOSSA SENHORA APARECIDA;LAMBARI D'OESTE;MT;"057°42'25""W";"15°10'42""S";196;VFR;850;18
SDB8;Fazenda Serra Vermelha;LORETO;MA;"045°18'24""W";"06°52'28""S";505;;1192;20
SDE6;ITK Agro;ALEGRETE;RS;"055°18'49""W";"30°01'54""S";185;;450;18
SDD4;Fazenda Pérola;SÃO DESIDÉRIO;BA;"045°27'28""W";"12°26'59""S";730;VFR;800;18
SDH3;FAZENDA SÃO JORGE;ITIQUIRA;MT;"054°39'54""W";"17°19'42""S";543;VFR;900;18
SDF4;Agropecuária VR;CAMPO NOVO DO PARECIS;MT;"057°59'26""W";"13°29'24""S";534;VFR;1000;18
SDL7;Águias de Trindade;TRINDADE;GO;"049°23'39""W";"16°35'30""S";835;VFR;630;18
SJ6U;São José;CAMPO VERDE;MT;"054°45'37""W";"15°14'26""S";0;VFR;700;18
SDY4;Fazenda Bom Pai;PADRE BERNARDO;GO;"048°24'27""W";"15°18'36""S";671;VFR;900;18
SI6J;FAZENDA TERRA NOVA;JOÃO PINHEIRO;MG;"046°03'38""W";"17°52'27""S";809;VFR;900;20
SI7C;MONTE SIÃO;NOVO ARIPUANÃ;AM;"061°24'25""W";"08°41'22""S";153;;600;18
SI94;FAZENDA VITÓRIA;PEIXOTO DE AZEVEDO;MT;"053°36'08""W";"09°47'09""S";323;;1000;30
SJ3A;FAZENDA PIUVA IX;DOIS IRMÃOS DO BURITI;MS;"055°13'48""W";"20°35'07""S";240;;800;18
SSQZ;Mimoso do Oeste;LUÍS EDUARDO MAGALHÃES;BA;"045°53'42""W";"12°06'23""S";775;VFR;1300;28
SD9G;FAZENDA MARIA DA PENHA GALLETTI GAVA;TERRA SANTA;PA;"056°29'51""W";"02°03'57""S";0;VFR;800;18
SD8P;GAPS 1;CASEARA;TO;"049°51'01""W";"09°24'48""S";198;VFR;900;18
SDC6;FAZENDA BOM DESTINO;ARAL MOREIRA;MS;"055°18'59""W";"22°58'28""S";0;;950;18
SD9S;Fazenda Madre Regina;BARREIRAS;BA;"045°47'36""W";"11°50'29""S";781;;1200;20
SD9Q;ARENA FLY;UBERLÂNDIA;MG;"048°20'03""W";"19°01'11""S";853;VFR;400;18
SDA8;Fazenda Passagem Funda;CORRENTINA;BA;"046°06'13""W";"13°57'35""S";845;VFR;1200;30
SDB3;AFG I;VALE DE SÃO DOMINGOS;MT;"058°54'10""W";"14°36'04""S";0;VFR;1200;18
SDA3;Fazenda Serra Dourada;NOVA LACERDA;MT;"059°38'54""W";"14°20'25""S";266;VFR;650;18
SJ3Q;Fazenda Retiro das Emas;MONTES CLAROS DE GOIÁS;GO;"051°45'12""W";"15°39'20""S";0;VFR;740;20
SDF9;AVIAÇÃO AGRÍCOLA MANAIN;BOA VISTA;RR;"060°43'21""W";"02°59'55""N";87;;800;18
SDD8;Marfrig Bataguassu MS;BATAGUASSU;MS;"052°28'53""W";"21°44'37""S";373;;1173;18
SDL2;Fazenda São José;SANTA CARMEM;MT;"054°56'25""W";"12°05'24""S";370;VFR;950;25
SDF7;Clube Aeronáutico Avaré;AVARÉ;SP;"048°59'06""W";"23°14'28""S";618;VFR;745;18
SDC8;JAPURÁ;JAPURÁ;AM;"067°01'10""W";"01°53'46""S";93;VFR;1200;22
SDD3;Fazenda Tangará;RIBEIRÃO CASCALHEIRA;MT;"051°16'33""W";"12°38'06""S";224;VFR;970;23
SDF3;Fazenda Santa Helena;ITIQUIRA;MT;"054°26'38""W";"17°18'22""S";568;VFR;1000;18
SDZ4;Fazenda Água Boa;ANANÁS;TO;"048°13'09""W";"06°09'38""S";0;VFR;1300;18
SJ6Z;FAZENDA PIRATINI;SÃO DESIDÉRIO;BA;"045°46'14""W";"12°40'38""S";775;VFR;1200;20
SDJ7;FAZENDA POÇO D'AGUA;AMARANTE;PI;"042°57'13""W";"06°08'58""S";113;VFR;600;15
SDJ8;Fazenda Barra Longa;BOTUCATU;SP;"048°23'04,03""W";"22°49'53,14""S";505;;950;23
SDO3;Fazenda Reunidas Primavera;VILA RICA;MT;"051°59'29""W";"10°01'05""S";293;VFR;1000;18
SDY9;FAZENDA CENTRO OESTE;BRASNORTE;MT;"057°39'16""W";"12°34'34""S";333;VFR;1200;18
SJ4Z;Paes Landim - Vale do Fidalgo;PAES LANDIM;PI;"042°18'13,91""W";"07°44'15,4""S";285;;1004;18
SJ4U;FAZENDA JUARA;JUARA;MT;"057°35'38""W";"11°48'04""S";0;VFR;1000;18
SJ7F;Fazendinha;DEODÁPOLIS;MS;"054°10'15""W";"22°19'46""S";402;VFR;800;20
SI4Q;CONE SUL AVIAÇÃO AGRÍCOLA;CHUPINGUAIA;RO;"060°52'18""W";"12°32'45""S";372;VFR;800;18
SJ4W;Municipal de Mato Verde;MATO VERDE;MG;"042°53'02""W";"15°20'50""S";535;VFR;800;18
SJ3F;Aldeia Kumenê;OIAPOQUE;AP;"051°29'05""W";"03°29'22""N";21;VFR;600;18
SDI7;Fazenda Veneza;AQUIDAUANA;MS;"055°41'49""W";"19°35'09""S";120;VFR;700;18
SD9P;Zo' é;ÓBIDOS;PA;"055°50'15""W";"00°19'37""S";297;VFR;840;18
SDF8;Hotel Baiazinha;CÁCERES;MT;"057°49'52""W";"16°34'07""S";136;VFR;700;18
SDM9;Fazenda Sete Povos II;SÃO DESIDÉRIO;BA;"046°09'21""W";"12°54'06""S";916;;1500;20
SDS4;FAZENDA SANKARA;NOVA LACERDA;MT;"059°37'45""W";"14°36'49""S";269;;1300;24
SDN7;Guarantã do Norte;GUARANTÃ DO NORTE;MT;"054°53'05""W";"09°57'45""S";308;VFR;1200;18
SDP2;Fazenda Piracicaba;TASSO FRAGOSO;MA;"045°45'38""W";"07°57'19""S";480;VFR;1400;23
SDO6;AERÓDROMO FAZENDA ALVORADA;LUÍS EDUARDO MAGALHÃES;BA;"046°01'35""W";"11°58'39""S";0;VFR;1000;20
SDO4;Fazenda Boa Fé;ITAITUBA;PA;"056°20'19""W";"07°25'25""S";269;VFR;700;18
SDO9;TRUE TYPE;INHAÚMA;MG;"044°29'26""W";"19°26'37""S";744;VFR;700;18
SDU6;POUSADA ACARÍ;NOVO ARIPUANÃ;AM;"059°55'39,13""W";"05°46'43,03""S";77,5;VFR;999;18
SDP9;FAZENDA SANTO ANTONIO DO CAETÉ;RIO VERDE DE MATO GROSSO;MS;"055°15'12""W";"18°43'14""S";168;;950;18
SJ6G;VMX AGROPECUÁRIA LTDA.;PORTO DOS GAÚCHOS;MT;"056°48'32""W";"11°45'10""S";0;VFR;900;25
SDR6;ALDEIA URUNAI;ORIXIMINÁ;PA;"056°04'58""W";"01°31'15""N";311;VFR;600;18
SDS8;FAZENDA GARROTE;ALCINÓPOLIS;MS;"053°15'45""W";"18°01'28""S";0;VFR;950;18
SDV4;Gládia Girão;LIMOEIRO DO NORTE;CE;"038°00'58""W";"05°13'24""S";146;;702;20
SDU3;Fazenda Ipiranga;ALMAS;TO;"047°10'38""W";"11°39'50""S";0;VFR;1000;18
SDV3;Fazenda Água Fria;SANDOLÂNDIA;TO;"050°03'50""W";"12°24'11""S";212;;1100;23
SDT3;Fazenda Rio Alegre;PARANATINGA;MT;"053°33'07""W";"14°02'14""S";473;VFR;1300;18
SDW7;FAZENDA JÓIA;SANTA RITA DO TOCANTINS;TO;"049°28'06""W";"10°50'24""S";193;VFR;850;18
SDY7;FAZENDA TRÊS IRMÃOS;JURUENA;MT;"058°42'07""W";"10°13'31""S";225;VFR;900;18
SJ6N;Gana Gold Mineração;ITAITUBA;PA;"056°15'58""W";"06°22'24""S";200;VFR;1000;18
SDY2;FAZENDA BOA SAFRA;BOM JESUS DE GOIÁS;GO;"049°55'47""W";"18°09'09""S";0;VFR;1000;18
SJ6B;FAZENDA ORIENTAL;TOMÉ-AÇU;PA;"048°23'06""W";"03°01'47,33""S";0;VFR;900;18
SJ6E;FAZENDA BOA VISTA;ARIPUANÃ;MT;"059°11'07""W";"10°01'27""S";144;VFR;700;18
SDZ7;FAZENDA ECOTECA - MINERAÇÃO SÃO FRANCISCO;COLNIZA;MT;"061°23'09""W";"09°11'29""S";132;VFR;700;18
SI76;AGROPECUÁRIA VARANDA;CARACOL;MS;"057°02'38""W";"22°02'47""S";0;VFR;1050;18
SI9B;FAZENDA NAZARÉ;BURITIZEIRO;MG;"045°14'45""W";"17°51'03""S";766;VFR;1100;18
SNYT;Ituaçu;ITUAÇU;BA;"041°18'08""W";"13°49'43""S";535;VFR;1500;30
SSLS;Aeródromo Público de Ruy Barbosa;RUY BARBOSA;BA;"040°31'49""W";"12°16'17""S";404;VFR;1268;22
SNKC;Cocos;COCOS;BA;"044°33'02""W";"14°10'02""S";613;VFR;1000;20
SWAD;Fazenda Santa Adelaide;BOM JESUS DE GOIÁS;GO;"049°35'50""W";"18°15'41""S";500;VFR;900;18
SIAC;Fazenda Paineira;SÃO SEBASTIÃO DA BELA VISTA;MG;"045°45'49""W";"22°08'51""S";915;VFR;800;18
SNWU;Fazenda Ponte Quihá;ARAL MOREIRA;MS;"055°30'32""W";"23°00'14""S";493;;650;18
SSUC;Célia Neuza;SANTA BÁRBARA DO PARÁ;PA;"048°12'38""W";"01°10'09""S";18;VFR;550;18
SWLR;Fazenda Perdizes;SILVÂNIA;GO;"048°23'53""W";"16°27'06""S";940;;700;25
SDMV;Fazenda Morro Vermelho;JAÚ;SP;"048°36'15""W";"22°16'28""S";529;VFR;1040;30
SSIS;Major José Ignácio;IBATÉ;SP;"048°05'47""W";"22°03'05""S";598;VFR;1000;24
SWMI;Fazenda Esplanada;BRASILÂNDIA;MS;"052°51'56""W";"20°52'06""S";405;VFR;1128;26
SDSG;Ipiranga;ALTO TAQUARI;MT;"053°21'19""W";"17°44'47""S";874;;1100;30
SIAB;Guatambu São Paulo;BURI;SP;"048°30'39""W";"23°37'25""S";665;VFR;1000;23
SIPU;Guatambu Piauí;SANTA RITA DE CÁSSIA;BA;"044°23'17""W";"10°35'54""S";712;VFR;1600;30
SJDU;Nossa Senhora do Loreto;URUGUAIANA;RS;"056°57'37""W";"29°43'41""S";97;VFR;350;18
SWCE;Fazenda Centúria Austrália;FORMOSA DO RIO PRETO;BA;"046°09'40,58""W";"11°21'07,87""S";827;VFR;1700;25
SDQD;Fazenda Candelária;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"060°00'47""W";"16°06'40""S";275;VFR;900;18
SDCW;Fazenda Paloma;COLÔMBIA;SP;"048°50'01""W";"20°19'17""S";521;;1000;25
SNTP;Agropalma;TAILÂNDIA;PA;"048°45'17""W";"02°31'45,9""S";20;VFR;1300;20
SIKJ;Fazenda JK;COMODORO;MT;"059°55'04""W";"13°01'57""S";603;VFR;1000;18
SNQS;Fazenda Nossa Senhora Auxiliadora;IVINHEMA;MS;"054°02'38""W";"22°18'10""S";432;VFR;900;30
SSYR;José Mendes Ribeiro;SÃO JOÃO DOS PATOS;MA;"043°41'04""W";"06°30'01""S";362;;600;18
SJZQ;Fazenda Bom Retiro;ITAQUI;RS;"056°11'34""W";"29°18'29""S";72;;700;23
SSBF;Fazenda JL;APARECIDA DO TABOADO;MS;"051°23'12""W";"20°00'16""S";427;VFR;1000;20
SWFM;Fazenda Maiador;GOIANDIRA;GO;"048°12'39""W";"18°10'28""S";632;VFR;760;20
SDGQ;Jeová Gomes;LIMOEIRO DO NORTE;CE;"038°08'53,9""W";"05°12'04,4""S";47;VFR;700;18
SIQZ;Fazenda Lagoa Serena;LAGOA ALEGRE;PI;"042°35'33""W";"04°35'53""S";149;;1100;20
SWYG;Graciosa;PIRAQUARA;PR;"049°03'09""W";"25°24'23""S";914;VFR;1190;30
SDFF;Fazenda Fusão;LÁBREA;AM;"067°18'18""W";"09°34'06,1""S";174;VFR;600;18
SSQQ;Condomínio CLC;CAMPO GRANDE;MS;"054°35'25""W";"20°20'25""S";702;VFR;750;18
SNDP;Derso Portilho Vieira;SÃO FÉLIX DO ARAGUAIA;MT;"052°13'08""W";"11°25'31""S";348;VFR;1100;18
SWMO;Fazenda Mirandópolis;JUSCIMEIRA;MT;"055°05'02""W";"16°21'43""S";540;VFR;800;18
SDGJ;Fazenda São José;PORTO MURTINHO;MS;"056°54'39""W";"21°19'51""S";296;VFR;700;18
SSED;Fazenda Escalada;PEDRO GOMES;MS;"054°25'50""W";"17°57'53""S";284;;828;20
SSVS;Fazenda Sucuri;RIO BRILHANTE;MS;"054°46'03""W";"21°41'32""S";358;;800;18
SWCU;Fazenda Curuá;ALTAMIRA;PA;"054°56'08""W";"08°00'15""S";268;VFR;1000;18
SIFJ;Fazenda Bom Jesus;PEDRA PRETA;MT;"054°06'36""W";"16°47'39""S";721;VFR;850;18
SWXW;Fazenda Montani Bahia;SÃO DESIDÉRIO;BA;"046°04'32,4""W";"12°59'59,5""S";880;VFR;1199;20
SIJN;Pouso na Serra;BOM RETIRO;SC;"049°34'44""W";"27°51'54""S";892;;465;25
SNMF;Agropastoril Monte Alegre;MONTE BELO;MG;"046°15'08""W";"21°21'21""S";861;VFR;797;23
SJIL;Brigadeiro Fábio Pereira da Silveira;TUPACIGUARA;MG;"048°43'10,09""W";"18°36'36,63""S";906;VFR;1075;18
SIIP;Fazenda Paraíso;ALFENAS;MG;"045°50'18""W";"21°21'00""S";805;VFR;870;20
SD8Q;Tangará Aeroagrícola;ORLÂNDIA;SP;"047°54'50,55""W";"20°41'06,04""S";759;VFR;1129;18
SD8Z;Fazenda Tocantins;NOVA UBIRATÃ;MT;"054°26'27""W";"12°45'00""S";359;;900;18
SD9R;FAZENDA VITÓRIA;BARREIRAS;BA;"045°22'10""W";"12°06'39""S";738;VFR;1200;20
SDE4;Fazenda Fronteira do Guaporé;COMODORO;MT;"060°28'43""W";"13°43'49""S";205;VFR;1500;24
SDB7;Fazenda Lagoa do Guaporé II;PONTES E LACERDA;MT;"059°13'12""W";"15°19'24""S";0;VFR;1000;24
SDA6;Do Porto;PORTO UNIÃO;SC;"051°01'44""W";"26°16'02""S";751;VFR;530;18
SD8K;Planalto da Conquista;PLANALTO;BA;"040°27'24""W";"14°41'25""S";0;VFR;600;18
SDC3;ALGODOEIRA SANTA LUZIA;SAPEZAL;MT;"058°51'49""W";"13°41'57""S";0;VFR;850;18
SDI8;FAZENDA CRISTO REI;SANTANA DO ARAGUAIA;PA;"050°18'27""W";"09°25'49""S";0;VFR;1000;20
SD4O;Fazenda Entre Rios;CRISTALINA;GO;"047°31'16""W";"16°42'41""S";1010;VFR;950;23
SDW6;AERÓDROMO CEOLIN GRÃOS E FIBRA;SÃO DESIDÉRIO;BA;"045°51'17,6""W";"13°14'55,79""S";0;VFR;1400;18
SDN4;Fazenda Uma Uma;APIACÁS;MT;"057°41'39""W";"09°31'32""S";257;VFR;900;18
SDT8;Fazenda Caraíbas;JEQUITAÍ;MG;"044°36'42""W";"17°11'22""S";513;;1200;25
SDT4;Fazenda Jucarama;ÁGUA BOA;MT;"052°41'30""W";"14°05'49""S";430;VFR;1100;18
SJ6K;FAZENDA LARANJEIRA;PIMENTA BUENO;RO;"060°26'35""W";"12°13'14""S";336;VFR;650;18
SJ22;FAZENDA FIGUEIRA BRANCA;MARCELÂNDIA;MT;"054°29'06""W";"10°45'51""S";416;VFR;1200;18
SJ4X;Fazenda Caiçara;TRÊS MARIAS;MG;"045°17'31""W";"18°28'07""S";605;VFR;750;23
SN6V;FAZENDA GRALHA AZUL;NOVA UBIRATÃ;MT;"054°47'54""W";"13°45'17""S";545;VFR;850;18
SNPI;De Piatã;PIATÃ;BA;"041°46'19""W";"13°09'56""S";1267;VFR;1350;25
SIDW;Fazenda Cortezia;LUCAS DO RIO VERDE;MT;"056°05'16,61""W";"13°00'01,96""S";412;VFR;1700;24
SD8T;Fazenda Araras;ITAÍ;SP;"049°04'21""W";"23°18'34""S";660;VFR;800;25
SD7L;Fazenda Tozzo I;CAMPO NOVO DO PARECIS;MT;"058°00'03""W";"13°23'37""S";517;VFR;1000;18
SD8W;Fazenda Palmeiras do Guaporé;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"060°14'47""W";"15°14'06""S";276;VFR;701;24
SD84;AEROLUCK;SINOP;MT;"055°27'07""W";"11°50'39""S";379;VFR;700;18
SD8G;Fazenda Tambaú;ALENQUER;PA;"054°32'51""W";"01°36'53""S";123;VFR;900;18
SD4A;Agrícola Dall Olivo;LAGOA VERMELHA;RS;"051°31'13""W";"28°01'48""S";822;VFR;400;18
SDVO;Clube Voart;ARAGUAÍNA;TO;"048°08'04""W";"07°17'13""S";263;;1029;18
SD2B;Fazenda Santa Edwiges;SANTO ANTÔNIO DO LEVERGER;MT;"055°08'10""W";"16°41'40""S";177;VFR;1000;18
SIVG;Clube Aerodesportivo Selva;SINOP;MT;"055°26'39""W";"11°52'33""S";378;VFR;1000;18
SD3A;Fazenda São Martinho;SORRISO;MT;"055°50'58""W";"12°18'27""S";383;VFR;1200;20
SD2T;Edson Keller;PARANATINGA;MT;"054°06'23""W";"12°32'10""S";320;VFR;1300;18
SSNF;Fazenda Naisa;COLÔMBIA;SP;"048°48'36""W";"20°19'47""S";526;;660;18
SD3L;Manoel Rodrigues;INDEPENDÊNCIA;CE;"040°13'21""W";"05°26'56""S";360;VFR;400;18
SD3G;Fazenda Verde;RONDONÓPOLIS;MT;"054°51'36""W";"16°35'23""S";559;VFR;900;18
SNMD;Mundico Coelho;ITAITUBA;PA;"056°50'39""W";"06°50'13""S";205;;1000;20
